,words_per_comment,variance_of_word_counts,ENFJ,ENFP,ENTJ,ENTP,ESFJ,ESFP,ESTJ,ESTP,INFJ,INFP,INTJ,INTP,ISFJ,ISFP,ISTJ,ISTP,I-E,N-S,T-F,J-P,0,1
1081,23.24,188.37160000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.5034809,4.6013064
1082,14.66,149.9104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.9149184,7.484517
1083,24.86,120.01439999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.5259798,7.5044174
1084,15.48,162.1926530612245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.46925974,6.324607
1085,27.76,89.39240000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.8863688,5.718732
1086,19.82,191.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.9802661,4.436939
1087,24.52,110.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.3839426,7.5526185
1088,7.26,151.38239999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5.3312526,5.978054
1089,30.14,58.26559999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.1303096,6.8078055
1090,25.2,165.78760000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.2121663,4.739073
1091,23.2,184.8676,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.9792655,4.7739363
1092,26.92,128.57000000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.0410912,7.7903996
1093,28.92,103.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.0163774,4.2074943
1094,32.2,83.5476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.486043,6.5225444
1095,26.44,191.52360000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.75522375,5.868276
1096,29.98,88.1984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.1070502,4.7494106
1097,30.36,81.98440000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4.378775,6.189326
1098,32.08,110.93639999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.2361815,4.917543
1099,11.5,95.7696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.489865,5.4764566
1100,26.8,169.0916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.174952,7.3707213
1101,32.3,79.8016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.2125692,6.1624994
1102,12.56,184.1536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.6216528,6.5933733
1103,29.4,89.75560000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.0251563,7.2634773
1104,31.92,105.64999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.7232137,3.7039537
1105,30.28,89.7124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.3635945,6.9453397
1106,26.42,142.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.4545588,6.819216
1107,22.82,161.78911564625852,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.8851733,5.6183224
1108,30.68,88.18440000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.6829712,4.2600603
1109,19.86,186.72337744171392,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.8084223,6.017962
1110,12.98,187.83840000000004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.21219683,7.3372974
1111,29.86,124.73440000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.1220317,4.7232423
1112,17.28,240.53344671201816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0955472,7.9127026
1113,28.06,156.79840000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.316746,6.809356
1114,29.74,119.7216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.533461,5.794916
1115,25.98,196.03061224489798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.360477,6.1142654
1116,9.52,49.58984375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.421181,7.9078197
1117,29.38,88.35040000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.2925138,6.6188784
1118,18.68,199.5444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.5416615,5.0450854
1119,18.62,174.63223656809663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.4228256,5.4675612
1120,29.22,121.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.6689658,7.3249226
1121,21.46,167.2864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.007325,4.210181
1122,29.78,82.2224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.9354453,4.4508204
1123,20.88,152.96039999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.2700033,4.7383547
1124,27.32,143.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.82930136,5.9402447
1125,26.64,122.91560000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5446994,5.9966245
1126,17.04,138.94937499999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.545807,5.2962995
1127,30.88,96.24040000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5.760182,6.137241
1128,33.26,33.7424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.244777,7.803693
1129,26.24,126.5716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.729854,6.9148426
1130,25.22,183.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.870958,3.6523862
1131,28.86,129.4544,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.5964756,5.5243125
1132,27.5,162.92960000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4.8554387,6.933337
1133,28.04,157.8596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.230413,4.881755
1134,30.66,80.2704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6.3227816,6.095079
1135,33.76,25.4324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.7204356,7.60321
1136,8.38,154.4045368620038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6810725,4.5152225
1137,27.86,139.2944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.15394068,6.4000134
1138,17.78,93.13198573127228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.384585,6.010484
1139,13.8,174.5716,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5.600792,5.8925633
1140,33.28,78.0724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.163682,6.0587883
1141,10.24,58.1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.7777762,4.138836
1142,20.32,180.25000000000003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.157825,7.336487
1143,21.98,222.5584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.7885985,5.8367987
1144,25.38,144.91039999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.5078464,7.213014
1145,27.74,112.68160000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.6046581,7.156614
1146,25.74,117.0816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4053218,7.54767
1147,32.56,113.8884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.7866108,6.0356812
1148,23.92,142.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.1362743,4.8035693
1149,20.5,225.4777551020408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.6322298,5.8916826
1150,21.96,221.01640000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.134956,4.0538526
1151,25.66,197.71039999999996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.40098763,6.3274837
1152,13.32,143.52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.047382,5.114247
1153,9.98,126.5584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.7274101,4.5571384
1154,32.94,76.35359999999997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3.798798,6.8859973
1155,22.24,189.81159999999997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.8963747,4.8705945
1156,26.94,79.14115738236886,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.9898205,5.730844
1157,12.44,83.2836,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.6450658,5.7388096
1158,20.94,185.5936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.3458622,5.818821
1159,29.16,197.2804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.8260145,5.038825
1160,20.88,152.12040000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.767379,5.5438786
1161,31.78,141.74239999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3033075,6.169989
1162,25.7,87.87507436049971,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.6302338,6.7933855
1163,19.14,224.94293333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.89722,5.378218
1164,28.5,148.6096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5492272,4.1115093
1165,30.54,68.56960000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.4856155,7.504567
1166,12.92,159.5109261186264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.875739,6.141596
1167,26.02,157.28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.9466357,6.8092327
1168,30.48,135.1284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.2665663,5.0392036
1169,20.34,151.57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.9113278,3.7802863
1170,26.48,161.84840000000003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2921996,6.6140966
1171,15.2,238.5476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6177826,7.0384107
1172,25.3,144.6016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.5912623,6.5640197
1173,18.86,168.9591836734694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.2939844,5.4213085
1174,18.22,153.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.20699,7.616572
1175,32.34,71.7376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5390253,4.220214
1176,23.5,168.84959999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2.0038257,6.6725464
1177,23.1,203.1936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.2738605,6.744322
1178,30.1,106.0336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.76223516,6.6061745
1179,32.44,69.00360000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.5479894,6.19376
1180,12.7,121.6176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.462463,6.497855
1181,16.38,187.67040000000006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.237078,4.6451035
1182,16.38,173.6780045351474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.4917397,4.7248163
1183,32.58,69.68639999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4.0528436,6.7204666
1184,26.18,162.5344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1.2080088,5.6242723
1185,23.68,152.9444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.1698384,7.296998
1186,26.12,98.53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.4051652,6.9666142
1187,19.04,130.6473517428701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.8196788,5.468651
1188,25.78,155.3424,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.2124274,7.214799
1189,25.4,177.35559999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.6801069,5.8316083
1190,20.7,150.05759999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1506126,5.695816
1191,27.78,169.18240000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.0125275,6.116526
1192,27.56,139.2084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4.5711603,7.1624136
1193,28.42,88.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6450133,7.8477616
1194,24.3,178.7616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.875791,6.354838
1195,16.46,212.2497959183673,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.1266959,4.9456706
1196,17.16,152.3204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.054946,5.5330772
1197,29.46,77.6464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.7025623,6.4115176
1198,21.8,198.29159999999996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4.057311,6.8636856
1199,23.56,93.84839999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.0693426,4.1819906
1200,22.7,163.73760000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.4342833,5.7151556
1201,31.78,60.5424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0840487,7.7563953
1202,19.4,217.0756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.47721624,5.7198176
1203,27.86,130.9344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.5677216,4.57997
1204,25.34,141.3789044816659,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.3773336,6.622868
1205,17.38,196.2704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.4764533,5.359649
1206,28.26,104.90240000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.3075516,7.212577
1207,22.48,162.9284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4.9906607,6.1371555
1208,9.52,176.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.4488065,3.4419382
1209,23.02,189.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.052632,6.9619427
1210,30.76,107.6724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.4584141,5.6999164
1211,24.76,139.1524,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,3.5452087,6.702919
1212,30.52,287.74333123293434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.447094,6.6808777
1213,24.6,154.0836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9313362,7.2314196
1214,24.02,224.4440243646293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.832009,6.9237022
1215,20.06,217.8384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.717462,7.46728
1216,16.42,217.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.3496447,7.530634
1217,25.22,191.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.5658426,3.5544991
1218,12.24,170.69160000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.6662893,4.30112
1219,20.52,192.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.65367126,5.9912624
1220,24.34,134.9376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.6748874,7.600989
1221,18.54,184.8096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.953421,4.766645
1222,29.98,243.55429531611009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.1474786,6.4695296
1223,30.62,73.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.7767825,6.8451276
1224,28.2,139.82760000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.2256637,5.6512084
1225,24.3,169.3216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.4103975,4.98604
1226,23.76,234.5124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.800945,5.2188554
1227,30.66,109.03040000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5.682649,6.868236
1228,16.78,187.3024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.5962012,5.718727
1229,27.9,150.4256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5943255,7.613962
1230,28.6,26.649375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.6909606,7.892768
1231,15.44,147.96359999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0961323,6.7116203
1232,19.52,195.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2384086,5.0785737
1233,16.64,179.0356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.7790618,6.9613137
1234,24.46,139.7264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.262527,5.0733237
1235,23.48,134.7827758554402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.611454,7.2945466
1236,26.5,191.6496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.615694,6.4042835
1237,33.36,76.22440000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.6085405,7.0315666
1238,21.44,222.42281575373468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.3128295,5.46854
1239,20.12,223.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.6742196,7.296566
1240,27.8,167.1316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.761811,3.5363278
1241,23.54,191.1696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.1954772,6.3329096
1242,24.18,156.97439999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.5482798,4.902527
1243,30.36,77.4677217825906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.105691,7.244911
1244,25.2,139.1476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2711267,6.829114
1245,20.42,205.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.8871317,7.9913254
1246,19.5,180.7296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.0796504,8.126302
1247,28.2,122.26759999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3860288,6.6272635
1248,32.1,63.0736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.4233296,5.561508
1249,32.12,53.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.3296146,4.803862
1250,8.34,153.30555555555554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.19185972,6.821275
1251,27.68,134.7044,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2.8858843,6.0087957
1252,23.0,178.41960000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.9732375,6.502265
1253,32.14,85.1856,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.0997846,5.1024427
1254,23.74,225.6816,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.2218285,5.0026355
1255,21.16,153.96040000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.294949,5.0200047
1256,30.8,61.3716,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9397647,7.0138655
1257,24.22,186.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.79324293,6.8711705
1258,17.92,200.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.3606896,6.4574513
1259,31.06,79.0784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.2155945,7.0381413
1260,30.7,102.33760000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.93478775,5.648323
1261,27.3,90.2416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.5619445,7.022752
1262,18.58,181.52640000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0145695,4.4619465
1263,29.66,167.63039999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.1718628,7.8656354
1264,28.46,137.00639999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.461456,5.5098395
1265,31.78,43.9424,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.2019284,8.045142
1266,24.4,117.7956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.42817068,5.5887637
1267,17.44,173.4036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4793296,7.4455585
1268,26.78,162.34240000000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5.6515203,7.1463127
1269,30.26,108.50239999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.4121199,6.2132235
1270,24.6,152.9684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0205235,5.5697727
1271,30.56,108.60840000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.3849332,6.6758285
1272,31.98,84.43840000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.6222982,6.495126
1273,32.28,95.67240000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.9713559,6.269783
1274,15.14,127.03703703703704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0374107,5.0775895
1275,30.1,104.8336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.492512,7.3444524
1276,27.94,129.47359999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26147032,6.3700657
1277,34.6,28.163600000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.3689992,7.7147074
1278,31.76,81.3924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.1564698,7.1955914
1279,32.9,74.5856,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2.0777261,5.33209
1280,25.18,155.5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.5863662,5.2122064
1281,28.38,97.67040000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.2187364,7.8801565
1282,31.04,111.89959999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.42804146,6.325059
1283,20.04,196.3396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.2340326,6.8299685
1284,36.66,88.7104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.5699613,3.5427856
1285,31.92,18.958884688090738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.0595148,7.922888
1286,27.28,124.3124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.8198657,7.723031
1287,30.34,90.8176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.93077,5.8788557
1288,21.76,138.06165494862088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5949116,6.143724
1289,10.98,105.7184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.14354515,5.961686
1290,24.38,145.03040000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.7240455,7.666007
1291,22.56,185.16839999999996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.8631945,4.4212728
1292,29.74,129.8016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.229797,6.888136
1293,29.38,111.6304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.94635296,5.1385293
1294,26.38,136.2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.9040737,5.9095273
