,words_per_comment,variance_of_word_counts,i-e,n-s,t-f,j-p,0,1,2
1200,22.7,163.73760000000001,0,0,0,1,18.689114,24.195038,35.549385
1201,31.78,60.5424,0,1,0,0,41.412254,31.925016,25.095528
1202,19.4,217.0756,0,0,1,1,16.683182,24.6227,45.262123
1203,27.86,130.9344,1,0,1,1,53.318886,26.282158,23.550327
1204,25.34,141.3789044816659,1,0,0,1,40.883266,16.77386,21.612747
1205,17.38,196.2704,0,0,1,0,24.250032,13.251833,8.913801
1206,28.26,104.90240000000001,0,1,0,0,19.268608,45.502235,36.418354
1207,22.48,162.9284,1,1,0,1,41.966957,19.052979,14.197914
1208,9.52,176.01,0,0,0,0,24.847816,14.269083,54.570854
1209,23.02,189.04,1,0,0,1,35.835354,26.33984,17.273535
1210,30.76,107.6724,0,0,1,0,39.922234,39.542297,38.857315
1211,24.76,139.1524,1,1,0,1,9.4617195,23.454031,29.695095
1212,30.52,287.74333123293434,1,0,1,1,44.92328,45.460236,20.534042
1213,24.6,154.0836,0,0,0,0,19.567995,45.317146,24.915417
1214,24.02,224.4440243646293,1,0,0,1,36.607582,12.67054,17.964947
1215,20.06,217.8384,1,0,0,1,23.65842,21.49747,1.9662075
1216,16.42,217.28,0,1,0,0,28.584171,22.826433,10.612429
1217,25.22,191.44,1,0,0,1,29.297058,13.087791,58.464214
1218,12.24,170.69160000000002,1,1,1,1,13.843168,39.824055,48.6353
1219,20.52,192.17,0,0,1,1,16.525036,28.755703,40.3339
1220,24.34,134.9376,1,0,0,1,32.84313,16.65681,21.515324
1221,18.54,184.8096,1,0,1,0,19.4639,34.563404,51.542778
1222,29.98,243.55429531611009,0,0,1,0,33.409653,46.55419,28.578796
1223,30.62,73.84,0,0,1,1,45.53399,20.370403,45.15387
1224,28.2,139.82760000000002,1,0,1,1,45.39673,17.278818,14.978106
1225,24.3,169.3216,0,0,0,0,14.762284,45.70469,26.468252
1226,23.76,234.5124,0,0,1,1,37.58403,43.020332,40.3464
1227,30.66,109.03040000000001,1,1,1,0,38.15515,36.474598,1.5615959
1228,16.78,187.3024,0,0,1,1,27.75637,50.256516,15.890867
1229,27.9,150.4256,0,0,0,0,27.601528,49.086525,34.209686
1230,28.6,26.649375,0,0,1,0,42.145264,52.675117,28.946798
1231,15.44,147.96359999999999,0,0,0,0,15.455177,41.784832,24.14244
1232,19.52,195.09,0,0,0,0,15.098971,44.177986,36.149536
1233,16.64,179.0356,0,0,1,1,23.396673,33.751022,44.507046
1234,24.46,139.7264,1,0,0,1,29.319807,12.9960575,25.0836
1235,23.48,134.7827758554402,0,0,0,0,12.387646,20.366146,26.563938
1236,26.5,191.6496,1,0,1,1,49.53099,44.44005,26.29253
1237,33.36,76.22440000000002,0,0,1,0,42.535854,50.263283,31.516005
1238,21.44,222.42281575373468,0,0,1,1,20.375067,42.28646,43.986977
1239,20.12,223.49,0,1,1,1,25.368252,31.453865,44.90191
1240,27.8,167.1316,1,1,0,0,26.41652,12.852528,60.274014
1241,23.54,191.1696,0,0,1,1,42.92345,17.060974,46.510742
1242,24.18,156.97439999999997,1,0,1,1,40.492195,40.696598,32.555206
1243,30.36,77.4677217825906,0,0,0,1,25.565163,42.606186,10.17841
1244,25.2,139.1476,0,0,0,0,31.852299,41.04364,14.09091
1245,20.42,205.0,0,0,0,0,15.808545,36.50598,22.407635
1246,19.5,180.7296,0,0,1,1,13.610167,29.935755,29.985498
1247,28.2,122.26759999999999,1,0,0,0,46.893295,15.629054,24.436695
1248,32.1,63.0736,1,0,1,1,39.983406,34.65277,49.32216
1249,32.12,53.33,1,0,1,0,45.838932,36.461975,33.248947
1250,8.34,153.30555555555554,0,0,1,1,10.816723,22.761175,38.45617
1251,27.68,134.7044,0,1,1,1,47.575737,31.633036,34.09473
1252,23.0,178.41960000000003,0,0,0,1,41.019066,34.179684,5.393223
1253,32.14,85.1856,0,0,1,1,43.830738,41.98503,41.323402
1254,23.74,225.6816,0,0,1,0,42.128826,48.626637,30.728592
1255,21.16,153.96040000000002,1,0,1,1,32.434193,40.933475,21.164553
1256,30.8,61.3716,0,0,0,0,20.242228,44.17329,17.878761
1257,24.22,186.44,0,0,1,1,18.522987,22.229668,31.033895
1258,17.92,200.81,0,0,1,1,29.107677,50.181477,20.612886
1259,31.06,79.0784,0,0,1,0,44.409702,51.570114,31.20097
1260,30.7,102.33760000000001,0,0,1,0,36.68455,53.4032,32.15256
1261,27.3,90.2416,1,0,0,1,25.759987,20.364357,11.521744
1262,18.58,181.52640000000002,0,0,1,0,14.763377,48.96578,43.685593
1263,29.66,167.63039999999998,0,0,0,1,30.184994,31.598557,27.24332
1264,28.46,137.00639999999999,1,0,0,1,45.36214,14.120785,18.937563
1265,31.78,43.9424,0,0,1,1,20.129519,27.370861,30.973682
1266,24.4,117.7956,1,0,1,1,16.892729,30.411646,44.850525
1267,17.44,173.4036,1,0,0,0,28.79338,22.609863,35.12886
1268,26.78,162.34240000000003,0,1,1,0,33.690567,24.689716,16.259476
1269,30.26,108.50239999999998,0,0,1,0,17.187332,33.85604,28.856417
1270,24.6,152.9684,0,0,0,1,16.41704,34.450108,40.732063
1271,30.56,108.60840000000002,0,0,1,1,51.25808,24.541206,40.906414
1272,31.98,84.43840000000002,0,0,0,1,33.84116,28.055141,10.373173
1273,32.28,95.67240000000001,0,0,1,1,44.83595,32.512413,44.021698
1274,15.14,127.03703703703704,0,0,0,0,13.968645,48.25758,22.545506
1275,30.1,104.8336,0,0,0,0,22.261425,45.48432,17.000912
1276,27.94,129.47359999999998,0,0,1,0,35.76606,33.62214,45.978146
1277,34.6,28.163600000000002,0,0,1,0,35.72074,31.09568,41.61547
1278,31.76,81.3924,1,0,0,1,56.556202,37.898895,39.67819
1279,32.9,74.5856,1,1,0,1,31.223907,33.960308,20.053026
1280,25.18,155.5744,0,1,0,1,39.403675,36.874252,30.725723
1281,28.38,97.67040000000001,1,0,0,1,25.949533,42.99903,25.666697
1282,31.04,111.89959999999999,0,0,1,0,47.55654,52.214245,35.356056
1283,20.04,196.3396,0,0,0,1,16.181263,44.38438,43.75586
1284,36.66,88.7104,0,0,1,0,30.46788,15.951415,61.714977
1285,31.92,18.958884688090738,1,0,0,1,36.707493,12.645697,21.863937
1286,27.28,124.3124,0,0,0,0,22.738537,43.734882,20.965633
1287,30.34,90.8176,1,0,0,1,39.517487,23.507011,23.09636
1288,21.76,138.06165494862088,0,0,0,0,30.605066,18.603752,40.469444
1289,10.98,105.7184,0,0,0,1,10.109653,22.168188,33.96432
1290,24.38,145.03040000000001,0,1,0,1,21.588634,32.794487,36.220333
1291,22.56,185.16839999999996,0,0,0,1,37.46895,12.514378,24.517075
1292,29.74,129.8016,0,0,1,0,41.295544,32.47284,10.29339
1293,29.38,111.6304,1,0,1,1,38.69347,39.739998,43.989964
1294,26.38,136.2704,0,1,0,0,37.580456,39.634796,27.97094
1295,29.74,110.5616,0,0,0,1,34.619087,29.1907,24.79872
1296,15.82,212.08,0,0,1,1,17.154003,25.04567,42.7684
1297,23.28,181.31239999999997,0,0,1,0,17.890446,36.58571,44.693077
1298,29.14,91.5056,0,0,1,0,37.873837,18.223412,15.088078
1299,17.98,162.19840000000002,0,0,1,0,18.213448,43.39248,44.33574
1300,22.56,166.40840000000003,0,0,1,1,48.6798,21.159039,43.769844
1301,22.2,110.94760000000001,0,0,1,0,30.268042,51.40598,33.68604
1302,5.88,155.48160000000004,0,0,1,1,17.72676,27.268072,10.544411
1303,29.66,90.67040000000001,1,1,0,1,33.35732,26.198156,53.255173
1304,29.32,94.73,0,0,1,0,39.141476,39.892475,14.789089
1305,31.86,88.8944,0,0,1,1,43.77423,37.44782,43.117313
1306,28.72,180.24999999999997,0,1,1,0,27.617163,13.14085,56.672523
1307,21.92,182.41,0,0,1,1,30.10776,15.204741,59.90574
1308,27.8,164.7716,1,0,0,1,25.892193,31.507633,22.339334
1309,29.06,68.3984,1,0,0,1,32.045563,15.354198,16.174717
1310,20.4,274.9556,0,0,1,1,36.521034,27.00201,38.722622
1311,29.88,131.68040000000002,0,0,1,1,31.284327,14.851518,32.118572
1312,23.38,187.3904,1,0,1,1,17.103464,34.913483,52.22145
1313,25.7,183.6976,0,1,0,0,24.600159,17.445585,54.086884
1314,32.22,87.63999999999996,0,0,1,1,49.929886,41.643013,43.651604
1315,37.22,50.6,0,0,0,0,38.213604,38.23562,32.121826
1316,36.6,20.403599999999997,0,0,1,1,50.676056,40.44135,37.241226
1317,25.3,146.8016,0,0,1,1,42.730175,30.890879,52.393837
1318,32.2,40.747600000000006,0,0,1,0,34.6675,22.532665,15.853346
1319,24.7,136.49759999999998,0,1,1,1,36.30669,18.466934,38.995872
1320,6.02,215.7257617728532,0,0,1,1,5.091179,26.42344,36.84035
1321,31.92,62.76999999999999,0,0,1,0,51.505165,39.619717,25.018478
1322,22.56,159.5098140495868,1,0,0,1,40.768482,29.635925,54.26982
1323,33.22,52.52,0,0,0,1,42.768677,32.817722,32.360764
1324,24.66,171.2304,0,0,0,1,30.523165,29.807108,21.366032
1325,34.64,50.595600000000005,0,1,0,1,45.286606,35.95386,28.474787
1326,29.22,116.08,1,0,0,1,32.722878,18.778873,27.981672
1327,23.64,142.15559999999996,0,0,0,1,20.631866,17.708078,30.834042
1328,27.02,118.88,0,1,0,1,20.30555,32.289066,34.483322
1329,31.28,85.7924,0,0,1,0,40.02644,28.351526,50.76175
1330,29.16,134.8804,0,1,0,1,29.391668,33.23687,41.92204
1331,25.72,173.17,0,0,1,1,46.15331,39.87433,45.764366
1332,10.84,139.43239795918367,0,0,0,1,13.670446,22.082767,21.405441
1333,21.32,168.33,0,0,0,1,22.55807,22.474646,27.552414
1334,27.38,144.95040000000003,1,0,1,0,36.154064,44.392372,44.98341
1335,27.94,167.79360000000005,1,0,1,1,46.503155,32.688633,47.848328
1336,34.64,9.915600000000001,1,0,1,0,33.86771,44.44351,23.993397
1337,28.72,104.45,0,0,0,1,28.47218,30.209385,24.859314
1338,7.54,128.80960000000002,0,0,1,0,6.496027,22.392605,35.11228
1339,14.16,136.5318262938727,1,0,0,0,22.789383,18.676441,6.7950726
1340,29.1,136.19359999999998,0,0,0,1,23.663837,26.698261,38.666344
1341,22.42,180.0,1,0,0,0,26.365181,33.697544,14.279074
1342,8.58,171.196675900277,0,0,0,0,7.1659546,22.674026,35.01846
1343,13.64,124.31559999999999,0,0,1,1,4.938402,20.10711,33.471275
1344,26.58,206.0864,0,1,0,1,52.866524,38.00328,41.2096
1345,24.2,153.3076,1,0,1,1,44.96331,41.346962,34.12636
1346,17.12,199.17,0,0,1,1,46.698345,22.88661,46.681133
1347,3.66,45.23039999999999,1,0,1,1,9.084499,21.442919,35.598274
1348,27.82,134.4,0,0,1,0,40.22686,38.48805,39.379963
1349,34.68,13.344399999999997,0,1,1,0,49.40994,44.19358,14.181976
1350,20.32,116.12999999999998,0,0,1,0,35.72337,32.209602,56.182125
1351,30.96,114.9764,0,0,1,0,38.24486,53.31112,36.732307
1352,22.36,182.62440000000004,0,0,1,0,24.027414,13.511999,8.473743
1353,32.38,50.59040000000002,0,0,1,0,38.98968,44.695683,15.688042
1354,25.3,148.4016,0,0,1,0,33.067646,51.921127,39.98263
1355,22.76,163.6324,0,0,0,0,17.378311,38.471798,27.446291
1356,26.54,146.28959999999998,0,0,1,1,18.959951,39.90124,44.42604
1357,25.62,170.04,0,0,1,1,53.00189,23.090387,39.569317
1358,27.5,102.17926663648709,0,0,1,0,26.07524,17.219193,10.612364
1359,31.68,58.424400000000006,0,0,1,0,38.881683,46.517452,16.275406
1360,24.54,214.81,0,0,1,1,13.281166,27.800251,43.072666
1361,28.54,148.3696,0,1,0,0,31.887772,12.590225,51.69088
1362,29.8,63.211600000000004,1,0,1,1,37.224144,35.544357,11.604332
1363,29.32,162.29,0,0,1,1,41.87531,30.964802,38.780613
1364,15.54,128.64960000000002,1,0,0,0,35.25992,20.3619,10.9674835
1365,28.02,128.6,1,0,1,1,14.00765,47.203808,43.20876
1366,20.96,188.97639999999998,1,0,1,1,34.414406,29.675282,48.304695
1367,23.54,184.84959999999998,1,0,0,1,34.974144,12.738081,24.372532
1368,25.5,196.80960000000002,1,1,0,0,13.9111595,33.372704,35.10852
1369,16.44,213.4436,0,0,1,0,14.993082,34.740807,40.82364
1370,23.14,178.46559999999997,0,0,1,0,23.68536,51.65043,19.533108
1371,32.08,91.05640000000001,0,0,0,1,45.10755,44.229084,42.96014
1372,16.8,158.4916,0,0,1,0,32.09151,52.882423,34.55931
1373,20.08,205.29640000000003,0,0,0,1,41.537384,11.799404,21.089058
1374,27.42,129.2,0,1,0,1,27.797064,38.78493,32.468082
1375,25.64,176.87560000000005,0,0,1,1,25.911026,33.100655,40.296246
1376,31.46,91.40639999999999,0,0,1,1,50.34193,31.125465,40.28605
1377,28.18,123.01439999999997,0,0,0,1,33.00841,28.211868,26.338392
1378,31.5,130.08960000000002,0,0,1,0,20.553707,46.55555,41.278824
1379,28.66,84.23039999999999,0,0,0,1,15.705257,24.246178,29.732714
1380,27.24,154.4916,1,0,1,1,36.694473,30.55769,53.060146
1381,28.04,158.89960000000002,0,0,1,0,44.201126,29.04654,10.589983
1382,30.36,63.4644,0,0,1,0,41.804665,47.997433,26.134174
1383,14.26,116.5424,0,0,0,1,21.054823,28.965284,21.036636
1384,23.68,139.3844,0,0,1,0,37.863487,54.693398,32.67225
1385,22.48,144.64639733444398,1,0,1,0,20.230194,30.854876,46.39514
1386,9.98,187.40484429065745,0,0,1,0,31.41687,56.258514,33.568893
1387,18.52,175.57,1,0,1,1,13.075644,29.735474,49.982075
1388,21.96,153.97639999999998,1,0,0,1,18.69994,14.248596,32.025673
1389,18.94,230.1936,0,1,0,1,49.047787,24.669605,16.438564
1390,31.52,12.53,1,0,0,0,28.586243,19.71429,11.130976
1391,30.06,110.95840000000003,0,0,1,1,42.58036,26.817553,43.360287
1392,31.72,304.0609667586007,1,0,1,1,33.502487,38.7847,48.018173
1393,23.88,171.0404,0,0,0,1,27.177261,30.517263,20.495964
1394,15.18,103.09439999999996,0,0,0,1,12.56181,40.21692,27.563637
1395,22.96,211.3764,0,0,1,1,26.973143,16.870749,49.08097
1396,32.66,67.1504,0,0,1,1,51.229683,33.268517,36.841175
1397,27.64,141.3156,1,0,0,1,33.090683,14.363958,26.1739
1398,29.14,79.0656,0,1,1,1,24.167965,37.24889,35.964954
1399,22.24,174.5316,0,0,1,0,28.561987,28.568897,45.016685
1400,22.12,176.80999999999997,0,0,1,0,41.493946,55.449646,27.77876
1401,18.98,241.83840000000004,0,0,1,1,22.232204,29.300812,42.177086
1402,22.18,164.1744,0,1,0,1,25.562016,11.907412,52.915337
1403,31.02,101.84,0,0,1,1,34.915565,20.753845,49.871506
1404,29.72,107.29,0,0,1,1,43.788822,38.447105,45.404835
1405,29.24,94.8116,0,0,1,0,41.551533,23.933315,30.014668
1406,32.66,54.87039999999999,0,0,1,1,32.896503,20.535883,56.700607
1407,33.04,91.73960000000001,0,0,1,1,18.627571,46.737328,22.150362
1408,26.06,150.15840000000003,1,0,0,1,30.085348,15.8764515,18.635942
1409,31.82,105.48,0,1,0,1,29.524643,33.96898,39.77539
1410,15.86,157.1329639889197,0,0,0,1,18.909166,27.489418,36.86257
1411,23.04,187.5796,0,0,0,0,40.32344,50.47339,26.373806
1412,27.02,195.68,0,1,0,0,24.464924,34.872314,39.09235
1413,20.32,156.89000000000001,0,0,1,1,22.820835,18.419601,45.820946
1414,29.76,114.39239999999998,0,0,1,0,25.758186,13.383781,6.091135
1415,27.92,128.61,1,0,1,0,19.976723,19.958128,30.630604
1416,34.12,77.59360000000001,0,0,1,1,51.13745,31.71888,49.514503
1417,28.34,176.29760000000002,0,0,1,1,28.702223,16.899204,61.815475
1418,25.04,113.3396,1,0,0,1,36.974297,17.637589,28.009438
1419,12.32,179.2098765432099,0,0,0,1,26.744558,17.801004,5.2371426
1420,26.74,142.6816,0,0,0,1,29.326952,11.583784,51.831425
1421,25.62,152.92627599243858,0,1,1,1,25.222015,33.15103,45.915012
1422,10.04,213.13960000000003,0,0,1,0,7.5834885,30.304375,29.257145
1423,28.7,122.9376,0,0,1,1,37.108627,39.04258,38.41451
1424,32.92,123.41000000000003,0,0,1,0,46.49646,48.61463,38.59741
1425,8.16,103.40040000000003,0,0,1,1,7.850481,27.609348,36.617714
1426,28.54,110.36959999999999,0,0,0,1,22.190079,24.639484,18.616732
1427,26.5,126.00959999999999,0,0,1,0,37.538986,16.99618,29.991379
1428,22.38,138.3504,1,0,0,1,18.452095,14.198006,32.162754
1429,8.96,147.77640000000002,1,1,1,1,37.626625,27.27693,3.637247
1430,16.3,146.4816,0,0,0,1,27.25913,25.640099,38.573467
1431,27.42,179.28,1,0,0,1,29.098293,11.241249,57.28096
1432,22.18,137.0144,1,0,0,1,16.883839,18.894405,28.387074
1433,19.3,156.68159999999997,1,0,1,1,15.888232,22.041252,38.821793
1434,11.72,123.93000000000002,0,0,1,1,10.671572,20.660805,40.813602
1435,26.84,144.8276,1,0,1,1,42.76081,37.96924,33.115704
1436,25.54,166.24960000000002,0,0,1,1,40.78084,27.064722,38.963707
1437,33.76,34.992399999999996,0,0,1,0,37.31727,41.521797,6.213743
1438,29.0,129.17960000000002,0,0,1,1,47.054443,22.799519,43.48227
1439,27.54,133.96959999999999,0,0,1,1,44.09361,22.46516,42.727
1440,28.44,134.9636,0,0,1,1,44.531044,29.29254,45.156097
1441,25.08,186.3764,1,0,1,0,26.678219,42.335323,38.113297
1442,30.12,101.41,0,0,0,1,38.82749,28.78295,29.71939
1443,23.2,231.14759999999998,0,0,1,1,34.04516,39.72972,39.940517
1444,29.08,83.21640000000001,0,0,0,0,19.594048,39.955063,22.47962
1445,27.22,148.36,0,0,1,0,16.01964,30.895094,9.856573
1446,25.38,148.35039999999998,0,1,1,0,49.50536,34.314423,25.956509
1447,23.98,151.3184,1,0,1,0,35.03994,49.866333,32.859608
1448,28.2,117.0276,0,0,1,1,45.309704,33.165207,40.373768
1449,8.48,203.2592592592593,0,0,0,1,18.600729,30.134325,19.276306
1450,28.26,106.58240000000002,1,1,0,0,28.895992,18.537663,11.682062
1451,13.14,152.22222222222226,0,0,0,1,15.564873,27.105818,18.998377
1452,22.52,153.29158790170135,1,0,1,1,15.277308,42.14325,44.617695
1453,24.54,104.00959999999999,0,0,1,0,7.560669,27.671387,29.02432
1454,27.46,222.92611862643082,1,0,0,1,25.781479,18.08946,20.077385
1455,34.8,17.891599999999997,1,0,1,1,31.968845,34.338634,31.346495
1456,24.62,107.99793388429754,0,0,0,0,24.481094,44.13868,13.668182
1457,30.92,89.05,0,0,1,1,43.45281,30.618172,32.33441
1458,28.16,119.08040000000001,0,0,1,0,28.05193,41.67572,41.45317
1459,14.7,111.61760000000002,0,0,0,0,13.935865,25.34393,32.99601
1460,21.7,211.77759999999998,0,0,1,1,46.64032,26.098173,43.99122
1461,17.06,164.79840000000002,1,0,0,1,40.07903,14.670276,11.582176
1462,31.04,80.3796,1,0,1,1,38.31384,45.94377,46.382706
1463,8.82,74.44,0,0,1,0,30.729366,56.23824,37.65555
1464,24.6,105.48359999999998,0,0,0,1,25.290142,23.879356,17.745443
1465,26.58,140.24640000000002,0,0,1,0,37.47925,52.56949,39.05166
1466,29.14,142.66559999999998,0,0,1,0,44.819157,50.325317,37.498848
1467,16.52,170.09,0,0,0,1,24.130089,11.186508,48.968925
1468,24.1,171.1936,0,1,0,0,18.447788,49.49306,46.50068
1469,31.46,80.24639999999998,0,0,1,1,39.78756,31.893875,38.917305
1470,26.64,117.07559999999998,0,0,1,1,22.198336,24.304157,35.396904
1471,16.86,158.2944,0,1,0,1,26.525217,14.96044,61.740833
1472,22.06,124.3584,0,0,1,1,45.149483,17.624378,37.11767
1473,25.26,144.7824,0,0,1,1,37.21695,27.676178,3.083105
1474,32.16,87.92040000000001,0,0,1,0,41.942844,50.508537,25.4323
1475,28.74,161.12160000000003,0,0,1,0,24.651714,18.322605,3.0814304
1476,22.32,148.33,0,0,1,0,43.551765,54.96811,31.510485
1477,26.22,99.38765432098764,0,0,0,0,31.9737,15.867185,24.738354
1478,32.48,44.6084,0,0,0,0,35.17244,43.993183,21.268688
1479,33.54,98.84960000000001,1,0,0,0,30.541681,49.871925,23.894802
1480,27.46,127.9664,0,1,0,0,50.154846,36.86177,44.352036
1481,31.18,143.8144,1,1,0,1,47.451073,33.48826,28.249912
1482,26.68,127.46440000000001,0,0,1,1,40.856674,27.291313,55.04519
1483,26.78,151.3424,0,0,0,1,40.78598,39.272404,23.804455
1484,32.14,64.26559999999999,0,0,1,1,49.819504,34.3458,44.7493
1485,24.58,203.88640000000004,0,1,0,1,26.662388,13.8799,60.317356
1486,25.7,157.13760000000002,0,0,1,0,30.072922,50.97172,35.868973
1487,24.36,116.22439999999999,0,0,1,1,45.370384,22.684769,33.798607
1488,15.38,144.15040000000002,0,0,0,1,8.444321,48.862022,39.52212
1489,17.32,211.05000000000004,0,0,1,1,44.254536,29.085964,45.41722
1490,29.84,100.30760000000002,0,0,1,1,45.965878,26.058561,39.65805
1491,17.46,118.5625,0,0,0,1,18.919367,28.297775,35.94988
1492,27.5,152.5296,0,0,1,1,49.158066,22.400814,42.611088
1493,20.26,189.10240000000002,0,0,1,1,21.099012,20.609222,40.847908
1494,22.22,145.12,0,0,1,0,27.292591,12.996061,51.767036
1495,29.64,111.1156,1,0,1,1,44.678974,41.18148,33.024456
1496,22.32,191.17,0,0,1,0,40.320335,54.661438,30.266718
1497,24.24,144.21159999999998,1,0,0,1,27.50848,16.312069,11.256756
1498,22.84,144.34759999999997,0,1,1,1,22.964134,16.022907,53.1858
1499,25.5,167.84959999999998,0,1,0,0,29.121761,35.82632,16.389807
1500,30.54,60.56960000000001,0,1,1,0,32.209373,33.695866,12.348616
1501,33.34,45.3776,0,0,1,1,41.355526,27.97418,41.33411
1502,27.24,118.13159999999998,1,0,1,1,15.484445,33.999313,52.441
1503,23.42,149.82222222222222,0,1,0,0,41.063206,23.051601,10.195709
1504,28.6,111.6036,0,0,1,1,32.757042,38.345768,51.21226
1505,8.9,130.0625,0,0,1,0,15.516089,30.293936,47.75383
1506,31.12,97.09,0,0,0,0,47.079227,37.108913,26.147423
1507,22.08,217.0964,0,1,1,0,44.09525,32.34672,22.976608
1508,16.76,167.4724,0,1,1,0,14.281273,27.932327,45.17675
1509,34.68,8.3844,1,1,1,0,51.172966,43.429066,24.542852
1510,18.42,131.96000000000004,0,0,0,0,16.43975,20.10725,39.975105
1511,30.72,110.33,0,0,1,1,41.06407,31.847303,48.281425
1512,34.12,13.690000000000003,0,0,0,0,25.572165,38.196125,23.29673
1513,24.2,162.0676,0,1,0,1,17.8068,18.871304,22.462978
1514,22.36,166.90439999999998,0,0,1,1,28.019493,24.13594,36.759445
1515,14.86,97.21440000000001,1,0,0,1,2.9742393,23.511894,31.172342
1516,12.96,179.9364,0,0,0,1,16.233465,29.641825,41.089836
1517,32.84,36.02759999999999,0,0,0,1,25.3783,24.455082,16.956125
1518,31.24,119.2516,1,0,1,1,45.463966,16.47176,14.430073
1519,23.6,184.0036,0,0,1,1,47.416985,37.9019,47.168716
1520,27.22,183.04,0,0,1,1,31.126022,18.306824,57.89952
1521,24.28,115.21937499999999,1,0,0,1,43.635635,14.554293,19.711887
1522,21.94,210.47359999999998,0,0,1,0,11.939495,30.644331,27.870916
1523,31.8,75.25160000000001,0,0,0,0,23.181257,47.800297,20.034716
1524,13.72,136.05,1,0,1,1,13.935402,34.03874,51.21529
1525,15.48,155.12840000000003,0,0,0,0,16.696781,44.555573,18.73539
1526,22.84,181.6676,0,0,1,0,29.411482,54.48249,32.11633
1527,28.68,169.9844,0,0,0,0,24.886818,47.10541,20.719683
1528,15.22,159.39999999999998,1,1,1,1,22.765707,33.10646,43.91879
1529,27.76,118.11240000000002,0,0,0,1,26.809505,11.114933,48.90284
1530,32.6,109.92359999999996,0,0,0,0,23.74425,32.57,37.871334
1531,32.5,120.32960000000001,0,0,1,0,43.93804,53.69954,34.364323
1532,5.46,96.92639999999997,0,0,1,0,6.227415,20.979082,35.274532
1533,31.92,73.92999999999999,1,1,0,1,38.04291,33.98676,6.6028767
1534,22.06,173.75839999999997,0,1,0,1,26.851273,15.188217,61.158905
1535,29.8,99.61160000000001,1,0,0,1,38.45115,19.795649,21.941174
1536,24.82,209.64684898929846,0,0,0,0,41.30836,47.058884,15.076788
1537,24.4,217.15560000000002,0,0,0,0,21.589783,30.222216,50.851196
1538,33.42,47.84,1,0,0,1,39.713814,16.946007,25.047197
1539,24.62,255.76,0,1,0,0,21.656511,39.40812,34.429604
1540,5.44,96.1636,0,0,1,1,7.3281403,24.731087,37.403244
1541,25.58,139.6464,0,0,1,1,31.188915,21.523561,14.188189
1542,32.74,58.16159999999999,0,0,0,1,27.849401,28.916384,22.044498
1543,22.38,160.9104,0,0,0,1,23.179787,23.807173,16.845343
1544,16.8,199.2516,0,1,0,1,15.559051,33.324467,35.148125
1545,27.28,123.19239999999998,0,0,1,1,36.376534,26.953066,42.271828
1546,9.36,167.46883656509695,0,0,1,1,20.298302,20.31681,40.613197
1547,26.02,102.45432098765431,0,0,0,1,29.414494,31.258955,20.79401
1548,28.54,165.6496,0,0,1,1,43.190685,22.189865,44.288425
1549,29.84,106.3876,0,0,1,0,18.05658,47.265556,41.97859
1550,32.64,21.91836734693878,0,0,1,1,40.010483,36.37915,8.386074
1551,20.1,164.5936,0,0,1,0,34.09679,44.628334,12.368309
1552,11.76,155.2724,1,0,0,1,16.611984,29.03215,19.136036
1553,25.34,151.49759999999998,0,0,0,1,27.226023,20.727356,30.426033
1554,10.7,140.6176,0,0,0,1,8.598879,25.120926,37.729713
1555,8.8,157.3837429111531,0,0,0,0,8.808952,24.633286,35.647015
1556,28.86,159.6944,0,0,0,0,9.375645,20.742805,29.959919
1557,15.64,207.2356,0,0,1,1,45.336,17.023262,42.527996
1558,30.86,67.01440000000001,0,0,0,0,19.566357,44.44481,17.886127
1559,26.76,180.4724,1,1,0,0,38.31475,22.473797,35.137077
1560,27.2,163.1476,0,1,1,0,40.306583,34.467373,25.629057
1561,20.82,189.36,0,0,1,1,39.344086,31.818531,54.791573
1562,19.98,135.3184,1,0,0,1,13.358772,37.835823,49.248608
1563,31.34,82.33760000000002,0,1,1,0,30.685686,26.073378,37.82678
1564,29.7,93.7376,0,1,0,0,30.862663,25.953215,37.78549
1565,29.5,93.52959999999999,0,0,1,0,44.30979,52.95168,24.680502
1566,16.94,166.6336,1,0,0,1,33.239567,12.519772,23.093773
1567,32.38,32.35039999999999,0,0,0,1,37.52499,31.235031,17.059807
1568,34.28,30.232400000000002,0,0,0,0,23.82603,42.909622,17.428127
1569,21.46,124.48199445983384,0,0,1,1,47.407166,22.81528,41.932114
1570,18.14,132.86559999999997,0,0,1,1,45.25393,44.395287,43.159172
1571,29.82,110.48,0,0,1,1,22.524849,44.834198,24.967312
1572,28.56,115.5684,0,0,1,1,44.03222,22.377207,36.508236
1573,23.02,211.44,0,0,1,1,19.994066,39.840645,48.327805
1574,17.42,176.2,0,0,0,1,21.729284,31.77426,24.32954
1575,17.22,146.7928669410151,0,0,1,0,45.23886,46.381847,36.267246
1576,30.98,122.2384,0,1,0,1,44.76272,27.212492,10.648466
1577,21.58,133.0864,0,0,0,1,0.9027672,30.238993,18.3084
1578,23.1,110.67360000000001,0,0,0,1,27.08023,27.045689,26.421494
1579,29.72,139.05,0,1,0,1,46.615353,39.08473,23.48767
1580,13.78,182.3824,0,0,1,1,24.484158,12.897646,48.808277
1581,28.26,108.70240000000001,0,0,1,0,51.374893,18.97443,39.701363
1582,30.34,101.57759999999999,0,0,0,1,34.271782,17.879055,32.567467
